name,pokedex_number,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
Mega Lucario,448,4,Normal,Aura Pokémon,2,Fighting,Steel,1.3,57.5,625,70,145,88,140,70,112,45,70,Medium Slow,2,Field,Human-Like,87.5,25
Hippopotas,449,4,Normal,Hippo Pokémon,1,Ground,,0.8,49.5,330,68,72,78,38,42,32,140,70,Slow,1,Field,,50,30
Hippowdon,450,4,Normal,Heavyweight Pokémon,1,Ground,,2,300,525,108,112,118,68,72,47,60,70,Slow,1,Field,,50,30
Skorupi,451,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12,330,40,50,90,30,55,65,120,70,Slow,2,Bug,Water 3,50,20
Drapion,452,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,500,70,90,110,60,75,95,45,70,Slow,2,Bug,Water 3,50,20
Croagunk,453,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23,300,48,61,40,61,40,50,140,100,Medium Fast,1,Human-Like,,50,10
Toxicroak,454,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,490,83,106,65,86,65,85,75,70,Medium Fast,1,Human-Like,,50,20
Carnivine,455,4,Normal,Bug Catcher Pokémon,1,Grass,,1.4,27,454,74,100,72,90,72,46,200,70,Slow,1,Grass,,50,25
Finneon,456,4,Normal,Wing Fish Pokémon,1,Water,,0.4,7,330,49,49,56,49,61,66,190,70,Erratic,1,Water 2,,50,20
Lumineon,457,4,Normal,Neon Pokémon,1,Water,,1.2,24,460,69,69,76,69,86,91,75,70,Erratic,1,Water 2,,50,20
Mantyke,458,4,Normal,Kite Pokémon,2,Water,Flying,1,65,345,45,20,50,60,120,50,25,70,Slow,1,Undiscovered,,50,25
Snover,459,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1,50.5,334,60,62,50,62,60,40,120,70,Slow,2,Grass,Monster,50,20
Abomasnow,460,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,494,90,92,75,92,85,60,60,70,Slow,2,Grass,Monster,50,20
Mega Abomasnow,460,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.7,185,594,90,132,105,132,105,30,60,70,Slow,2,Grass,Monster,50,20
Weavile,461,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34,510,70,120,65,45,85,125,45,35,Medium Slow,1,Field,,50,20
Magnezone,462,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180,535,70,70,115,130,90,60,30,70,Medium Fast,1,Mineral,,,20
Lickilicky,463,4,Normal,Licking Pokémon,1,Normal,,1.7,140,515,110,85,95,80,95,50,30,70,Medium Fast,1,Monster,,50,20
Rhyperior,464,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,535,115,140,130,55,55,40,30,70,Slow,2,Field,Monster,50,20
Tangrowth,465,4,Normal,Vine Pokémon,1,Grass,,2,128.6,535,100,100,125,110,50,50,30,70,Medium Fast,1,Grass,,50,20
Electivire,466,4,Normal,Thunderbolt Pokémon,1,Electric,,1.8,138.6,540,75,123,67,95,85,95,30,70,Medium Fast,1,Human-Like,,75,25
Magmortar,467,4,Normal,Blast Pokémon,1,Fire,,1.6,68,540,75,95,67,125,95,83,30,70,Medium Fast,1,Human-Like,,75,25
Togekiss,468,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38,545,85,50,95,120,115,80,30,70,Fast,2,Fairy,Flying,87.5,10
Yanmega,469,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,515,86,76,86,116,56,95,30,70,Medium Fast,1,Bug,,50,20
Leafeon,470,4,Normal,Verdant Pokémon,1,Grass,,1,25.5,525,65,110,130,60,65,95,45,35,Medium Fast,1,Field,,87.5,35
Glaceon,471,4,Normal,Fresh Snow Pokémon,1,Ice,,0.8,25.9,525,65,60,110,130,95,65,45,35,Medium Fast,1,Field,,87.5,35
Gliscor,472,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2,42.5,510,75,95,125,45,75,95,30,70,Medium Slow,1,Bug,,50,20
Mamoswine,473,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291,530,110,130,80,70,60,80,50,70,Slow,1,Field,,50,20
Porygon-Z,474,4,Normal,Virtual Pokémon,1,Normal,,0.9,34,535,85,80,70,135,75,90,30,70,Medium Fast,1,Mineral,,,20
Gallade,475,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52,518,68,125,65,65,115,80,45,35,Slow,2,Amorphous,Human-Like,100,20
Mega Gallade,475,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,618,68,165,95,65,115,110,45,35,Slow,1,Amorphous,,100,20
Probopass,476,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340,525,60,55,145,75,150,40,60,70,Medium Fast,1,Mineral,,50,20
Dusknoir,477,4,Normal,Gripper Pokémon,1,Ghost,,2.2,106.6,525,45,100,135,65,135,45,45,35,Fast,1,Amorphous,,50,25
Froslass,478,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,480,70,80,70,80,70,110,75,70,Medium Fast,2,Fairy,Mineral,0,20
Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,440,50,50,77,95,77,91,45,70,Medium Fast,1,Amorphous,,,20
Heat Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,520,50,65,107,105,107,86,45,70,Medium Fast,1,Amorphous,,,20
Wash Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,520,50,65,107,105,107,86,45,70,Medium Fast,1,Amorphous,,,20
Frost Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,520,50,65,107,105,107,86,45,70,Medium Fast,1,Amorphous,,,20
Fan Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,520,50,65,107,105,107,86,45,70,Medium Fast,1,Amorphous,,,20
Mow Rotom,479,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,520,50,65,107,105,107,86,45,70,Medium Fast,1,Amorphous,,,20
Uxie,480,4,Sub Legendary,Knowledge Pokémon,1,Psychic,,0.3,0.3,580,75,75,130,75,130,95,3,140,Slow,1,Undiscovered,,,80
Mesprit,481,4,Sub Legendary,Emotion Pokémon,1,Psychic,,0.3,0.3,580,80,105,105,105,105,80,3,140,Slow,1,Undiscovered,,,80
Azelf,482,4,Sub Legendary,Willpower Pokémon,1,Psychic,,0.3,0.3,580,75,125,70,125,70,115,3,140,Slow,1,Undiscovered,,,80
Dialga,483,4,Legendary,Temporal Pokémon,2,Steel,Dragon,5.4,683,680,100,120,120,150,100,90,3,0,Slow,1,Undiscovered,,,120
Palkia,484,4,Legendary,Spatial Pokémon,2,Water,Dragon,4.2,336,680,90,120,100,150,120,100,3,0,Slow,1,Undiscovered,,,120
Heatran,485,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,1.7,430,600,91,90,106,130,106,77,3,100,Slow,1,Undiscovered,,50,10
Regigigas,486,4,Sub Legendary,Colossal Pokémon,1,Normal,,3.7,420,670,110,160,110,80,110,100,3,0,Slow,1,Undiscovered,,,120
Giratina Altered Forme,487,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,4.5,750,680,150,100,120,100,120,90,3,0,Slow,1,Undiscovered,,,120
Giratina Origin Forme,487,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,6.9,650,680,150,120,100,120,100,90,3,0,Slow,1,Undiscovered,,,120
Cresselia,488,4,Sub Legendary,Lunar Pokémon,1,Psychic,,1.5,85.6,600,120,70,120,75,130,85,3,100,Slow,1,Undiscovered,,0,120
Phione,489,4,Mythical,Sea Drifter Pokémon,1,Water,,0.4,3.1,480,80,80,80,80,80,80,30,70,Slow,2,Fairy,Water 1,,40
Manaphy,490,4,Mythical,Seafaring Pokémon,1,Water,,0.3,1.4,600,100,100,100,100,100,100,3,70,Slow,2,Fairy,Water 1,,10
Darkrai,491,4,Mythical,Pitch-Black Pokémon,1,Dark,,1.5,50.5,600,70,90,90,135,90,125,3,0,Slow,1,Undiscovered,,,120
Shaymin Land Forme,492,4,Mythical,Gratitude Pokémon,1,Grass,,0.2,2.1,600,100,100,100,100,100,100,45,100,Medium Slow,1,Undiscovered,,,120
Shaymin Sky Forme,492,4,Mythical,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,600,100,103,75,120,75,127,45,100,Medium Slow,1,Undiscovered,,,120
Arceus,493,4,Mythical,Alpha Pokémon,1,Normal,,3.2,320,720,120,120,120,120,120,120,3,0,Slow,1,Undiscovered,,,120
Victini,494,5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4,600,100,100,100,100,100,100,3,100,Slow,1,Undiscovered,,,120
Snivy,495,5,Normal,Grass Snake Pokémon,1,Grass,,0.6,8.1,308,45,45,55,45,55,63,45,70,Medium Slow,2,Field,Grass,87.5,20
Servine,496,5,Normal,Grass Snake Pokémon,1,Grass,,0.8,16,413,60,60,75,60,75,83,45,70,Medium Slow,2,Field,Grass,87.5,20
Serperior,497,5,Normal,Regal Pokémon,1,Grass,,3.3,63,528,75,75,95,75,95,113,45,70,Medium Slow,2,Field,Grass,87.5,20
Tepig,498,5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,308,65,63,45,45,45,45,45,70,Medium Slow,1,Field,,87.5,20
Pignite,499,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1,55.5,418,90,93,55,70,55,55,45,70,Medium Slow,1,Field,,87.5,20
Emboar,500,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150,528,110,123,65,100,65,65,45,70,Medium Slow,1,Field,,87.5,20
Oshawott,501,5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,308,55,55,45,63,45,45,45,70,Medium Slow,1,Field,,87.5,20
Dewott,502,5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,413,75,75,60,83,60,60,45,70,Medium Slow,1,Field,,87.5,20
Samurott,503,5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,528,95,100,85,108,70,70,45,70,Medium Slow,1,Field,,87.5,20
Patrat,504,5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,255,45,55,39,35,39,42,255,70,Medium Fast,1,Field,,50,15
Watchog,505,5,Normal,Lookout Pokémon,1,Normal,,1.1,27,420,60,85,69,60,69,77,255,70,Medium Fast,1,Field,,50,20
Lillipup,506,5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,275,45,60,45,25,45,55,255,70,Medium Slow,1,Field,,50,15
Herdier,507,5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,370,65,80,65,35,65,60,120,70,Medium Slow,1,Field,,50,15
Stoutland,508,5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61,500,85,110,90,45,90,80,45,70,Medium Slow,1,Field,,50,15
Purrloin,509,5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,281,41,50,37,50,37,66,255,70,Medium Fast,1,Field,,50,20
Liepard,510,5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,446,64,88,50,88,50,106,90,70,Medium Fast,1,Field,,50,20
Pansage,511,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,316,50,53,48,53,48,64,190,70,Medium Fast,1,Field,,87.5,20
Simisage,512,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,498,75,98,63,98,63,101,75,70,Medium Fast,1,Field,,87.5,20
Pansear,513,5,Normal,High Temp Pokémon,1,Fire,,0.6,11,316,50,53,48,53,48,64,190,70,Medium Fast,1,Field,,87.5,20
Simisear,514,5,Normal,Ember Pokémon,1,Fire,,1,28,498,75,98,63,98,63,101,75,70,Medium Fast,1,Field,,87.5,20
Panpour,515,5,Normal,Spray Pokémon,1,Water,,0.6,13.5,316,50,53,48,53,48,64,190,70,Medium Fast,1,Field,,87.5,20
Simipour,516,5,Normal,Geyser Pokémon,1,Water,,1,29,498,75,98,63,98,63,101,75,70,Medium Fast,1,Field,,87.5,20
Munna,517,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,292,76,25,45,67,55,24,190,70,Fast,1,Field,,50,10
Musharna,518,5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,487,116,55,85,107,95,29,75,70,Fast,1,Field,,50,10
Pidove,519,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,264,50,55,50,36,30,43,255,70,Medium Slow,1,Flying,,50,15
Tranquill,520,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15,358,62,77,62,50,42,65,120,70,Medium Slow,1,Flying,,50,15
Unfezant,521,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29,488,80,115,80,65,55,93,45,70,Medium Slow,1,Flying,,50,15
Blitzle,522,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,295,45,60,32,50,32,76,190,70,Medium Fast,1,Field,,50,20
Zebstrika,523,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,497,75,100,63,80,63,116,75,70,Medium Fast,1,Field,,50,20
Roggenrola,524,5,Normal,Mantle Pokémon,1,Rock,,0.4,18,280,55,75,85,25,25,15,255,70,Medium Slow,1,Mineral,,50,15
Boldore,525,5,Normal,Ore Pokémon,1,Rock,,0.9,102,390,70,105,105,50,40,20,120,70,Medium Slow,1,Mineral,,50,15
Gigalith,526,5,Normal,Compressed Pokémon,1,Rock,,1.7,260,515,85,135,130,60,80,25,45,70,Medium Slow,1,Mineral,,50,15
Woobat,527,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,323,65,45,43,55,43,72,190,70,Medium Fast,2,Field,Flying,50,15
Swoobat,528,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,425,67,57,55,77,55,114,45,70,Medium Fast,2,Field,Flying,50,15
Drilbur,529,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,328,60,85,40,30,45,68,120,70,Medium Fast,1,Field,,50,20
Excadrill,530,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,508,110,135,60,50,65,88,60,70,Medium Fast,1,Field,,50,20
Audino,531,5,Normal,Hearing Pokémon,1,Normal,,1.1,31,445,103,60,86,60,86,50,255,70,Fast,1,Fairy,,50,20
Mega Audino,531,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32,545,103,60,126,80,126,50,255,70,Fast,1,Fairy,,50,20
Timburr,532,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,305,75,80,55,25,35,35,180,70,Medium Slow,1,Human-Like,,75,20
Gurdurr,533,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40,405,85,105,85,40,50,40,90,70,Medium Slow,1,Human-Like,,75,20
Conkeldurr,534,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87,505,105,140,95,55,65,45,45,70,Medium Slow,1,Human-Like,,75,20
Tympole,535,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,294,50,50,40,50,40,64,255,70,Medium Slow,1,Water 1,,50,20
Palpitoad,536,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17,384,75,65,55,65,55,69,120,70,Medium Slow,1,Water 1,,50,20
Seismitoad,537,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62,509,105,95,75,85,75,74,45,70,Medium Slow,1,Water 1,,50,20
Throh,538,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,465,120,100,85,30,85,45,45,70,Medium Fast,1,Human-Like,,100,20
Sawk,539,5,Normal,Karate Pokémon,1,Fighting,,1.4,51,465,75,125,75,30,75,85,45,70,Medium Fast,1,Human-Like,,100,20
Sewaddle,540,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,310,45,53,70,40,60,42,255,70,Medium Slow,1,Bug,,50,15
Swadloon,541,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,380,55,63,90,50,80,42,120,70,Medium Slow,1,Bug,,50,15
Leavanny,542,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,500,75,103,80,70,80,92,45,70,Medium Slow,1,Bug,,50,15
Venipede,543,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,260,30,45,59,30,39,57,255,70,Medium Slow,1,Bug,,50,15
Whirlipede,544,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,360,40,55,99,40,79,47,120,70,Medium Slow,1,Bug,,50,15
Scolipede,545,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,485,60,100,89,55,69,112,45,70,Medium Slow,1,Bug,,50,20
Cottonee,546,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,280,40,27,60,37,50,66,190,70,Medium Fast,2,Fairy,Grass,50,20
Whimsicott,547,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,480,60,67,85,77,75,116,75,70,Medium Fast,2,Fairy,Grass,50,20
Petilil,548,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,280,45,35,50,70,50,30,190,70,Medium Fast,1,Grass,,0,20
Lilligant,549,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,480,70,60,75,110,75,90,75,70,Medium Fast,1,Grass,,0,20
Basculin Red-Striped Form,550,5,Normal,Hostile Pokémon,1,Water,,1,18,460,70,92,65,80,55,98,25,70,Medium Fast,1,Water 2,,50,40
Basculin Blue-Striped Form,550,5,Normal,Hostile Pokémon,1,Water,,1,18,460,70,92,65,80,55,98,25,70,Medium Fast,1,Water 2,,50,40
Sandile,551,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,292,50,72,35,35,35,65,180,70,Medium Slow,1,Field,,50,20
Krokorok,552,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1,33.4,351,60,82,45,45,45,74,90,70,Medium Slow,1,Field,,50,20
Krookodile,553,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,519,95,117,80,65,70,92,45,70,Medium Slow,1,Field,,50,20
Darumaka,554,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,315,70,90,45,15,45,50,120,70,Medium Slow,1,Field,,50,20
Galarian Darumaka,554,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40,315,70,90,45,15,45,50,,,Medium Slow,1,Field,,,20
Darmanitan Standard Mode,555,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,480,105,140,55,30,55,95,60,70,Medium Slow,1,Field,,50,20
Darmanitan Zen Mode,555,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,540,105,30,105,140,105,55,60,70,Medium Slow,1,Field,,50,20
Galarian Darmanitan Standard Mode,555,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,480,105,140,55,30,55,95,,,Medium Slow,1,Field,,,20
Galarian Darmanitan Zen Mode,555,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,540,105,160,55,30,55,135,,,,0,,,,
Maractus,556,5,Normal,Cactus Pokémon,1,Grass,,1,28,461,75,86,67,106,67,60,255,70,Medium Fast,1,Grass,,50,20
Dwebble,557,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,325,50,65,85,35,35,55,190,70,Medium Fast,2,Bug,Mineral,50,20
Crustle,558,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,485,70,105,125,65,75,45,75,70,Medium Fast,2,Bug,Mineral,50,20
Scraggy,559,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,348,50,75,70,35,70,48,180,35,Medium Fast,2,Dragon,Field,50,15
Scrafty,560,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,488,65,90,115,45,115,58,90,70,Medium Fast,2,Dragon,Field,50,15
Sigilyph,561,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,490,72,58,80,103,80,97,45,70,Medium Fast,1,Flying,,50,20
Yamask,562,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,303,38,30,85,55,65,30,190,70,Medium Fast,2,Amorphous,Mineral,50,25
Galarian Yamask,562,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,303,38,55,85,30,65,30,,,Medium Fast,2,Amorphous,Mineral,,25
Cofagrigus,563,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,483,58,50,145,95,105,30,90,70,Medium Fast,2,Amorphous,Mineral,50,25
Tirtouga,564,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,355,54,78,103,53,45,22,45,70,Medium Fast,2,Water 1,Water 3,87.5,30
Carracosta,565,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,495,74,108,133,83,65,32,45,70,Medium Fast,2,Water 1,Water 3,87.5,30
Archen,566,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,401,55,112,45,74,45,70,45,70,Medium Fast,2,Flying,Water 3,87.5,30
Archeops,567,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,567,75,140,65,112,65,110,45,70,Medium Fast,2,Flying,Water 3,87.5,30
Trubbish,568,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,329,50,50,62,40,62,65,190,70,Medium Fast,1,Mineral,,50,20
Garbodor,569,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,474,80,95,82,60,82,75,60,70,Medium Fast,1,Mineral,,50,20
Zorua,570,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,330,40,65,40,80,40,65,75,70,Medium Slow,1,Field,,87.5,25
Zoroark,571,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,510,60,105,60,120,60,105,45,70,Medium Slow,1,Field,,87.5,20
Minccino,572,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,300,55,50,40,40,40,75,255,70,Fast,1,Field,,25,15
Cinccino,573,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,470,75,95,60,65,60,115,60,70,Fast,1,Field,,25,15
Gothita,574,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,290,45,30,50,55,65,45,200,70,Medium Slow,1,Human-Like,,25,20
Gothorita,575,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,390,60,45,70,75,85,55,100,70,Medium Slow,1,Human-Like,,25,20
Gothitelle,576,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,490,70,55,95,95,110,65,50,70,Medium Slow,1,Human-Like,,25,20
Solosis,577,5,Normal,Cell Pokémon,1,Psychic,,0.3,1,290,45,30,40,105,50,20,200,70,Medium Slow,1,Amorphous,,50,20
Duosion,578,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,370,65,40,50,125,60,30,100,70,Medium Slow,1,Amorphous,,50,20
Reuniclus,579,5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,490,110,65,75,125,85,30,50,70,Medium Slow,1,Amorphous,,50,20
Ducklett,580,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,305,62,44,50,44,50,55,190,70,Medium Fast,2,Flying,Water 1,50,20
Swanna,581,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,473,75,87,63,87,63,98,45,70,Medium Fast,2,Flying,Water 1,50,20
Vanillite,582,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,305,36,50,50,65,60,44,255,70,Slow,1,Mineral,,50,20
Vanillish,583,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,395,51,65,65,80,75,59,120,70,Slow,1,Mineral,,50,20
Vanilluxe,584,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,535,71,95,85,110,95,79,45,70,Slow,1,Mineral,,50,20
Deerling,585,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,335,60,60,50,40,50,75,190,70,Medium Fast,1,Field,,50,20
Sawsbuck,586,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,475,80,100,70,60,70,95,75,70,Medium Fast,1,Field,,50,20
Emolga,587,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,428,55,75,60,75,60,103,200,70,Medium Fast,1,Field,,50,20
Karrablast,588,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,315,50,75,45,40,45,60,200,70,Medium Fast,1,Bug,,50,15
Escavalier,589,5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,495,70,135,105,60,105,20,75,70,Medium Fast,1,Bug,,50,15
Foongus,590,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,294,69,55,45,55,55,15,190,70,Medium Fast,1,Grass,,50,20
Amoonguss,591,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,464,114,85,70,85,80,30,75,70,Medium Fast,1,Grass,,50,20
Frillish,592,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,335,55,40,50,65,85,40,190,70,Medium Fast,1,Amorphous,,50,20
Jellicent,593,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,480,100,60,70,85,105,60,60,70,Medium Fast,1,Amorphous,,50,20
Alomomola,594,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,470,165,75,80,40,45,65,75,70,Fast,2,Water 1,Water 2,50,40
Joltik,595,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,319,50,47,50,57,50,65,190,70,Medium Fast,1,Bug,,50,20
Galvantula,596,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,472,70,77,60,97,60,108,75,70,Medium Fast,1,Bug,,50,20
Ferroseed,597,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,305,44,50,91,24,86,10,255,70,Medium Fast,2,Grass,Mineral,50,20
Ferrothorn,598,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,489,74,94,131,54,116,20,90,70,Medium Fast,2,Grass,Mineral,50,20
Klink,599,5,Normal,Gear Pokémon,1,Steel,,0.3,21,300,40,55,70,45,60,30,130,70,Medium Slow,1,Mineral,,,20
Klang,600,5,Normal,Gear Pokémon,1,Steel,,0.6,51,440,60,80,95,70,85,50,60,70,Medium Slow,1,Mineral,,,20
Klinklang,601,5,Normal,Gear Pokémon,1,Steel,,0.6,81,520,60,100,115,70,85,90,30,70,Medium Slow,1,Mineral,,,20
Tynamo,602,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,275,35,55,40,45,40,60,190,70,Slow,1,Amorphous,,50,20
Eelektrik,603,5,Normal,EleFish Pokémon,1,Electric,,1.2,22,405,65,85,70,75,70,40,60,70,Slow,1,Amorphous,,50,20
Eelektross,604,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,515,85,115,80,105,80,50,30,70,Slow,1,Amorphous,,50,20
Elgyem,605,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,335,55,55,55,85,55,30,255,70,Medium Fast,1,Human-Like,,50,20
Beheeyem,606,5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,485,75,75,75,125,95,40,90,70,Medium Fast,1,Human-Like,,50,20
Litwick,607,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,275,50,30,55,65,55,20,190,70,Medium Slow,1,Amorphous,,50,20
Lampent,608,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,370,60,40,60,95,60,55,90,70,Medium Slow,1,Amorphous,,50,20
Chandelure,609,5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,520,60,55,90,145,90,80,45,70,Medium Slow,1,Amorphous,,50,20
Axew,610,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,320,46,87,60,30,40,57,75,35,Slow,2,Dragon,Monster,50,40
